Product_ID,Product_Name,Category_ID,Brand_ID,Price
PROD_1,Product_1,3001,4001,1345.53
PROD_2,Product_2,3002,4002,1438.91
PROD_3,Product_3,3003,4003,570.9
PROD_4,Product_4,3004,4003,1101.7
PROD_5,Product_5,3005,4002,1261.71
PROD_6,Product_6,3006,4003,726.9
PROD_7,Product_7,3007,4003,602.27
PROD_8,Product_8,3008,4004,1531.6
PROD_9,Product_9,3009,4003,218.06
PROD_10,Product_10,3010,4003,1636.83
PROD_11,Product_11,3011,4002,766.12
PROD_12,Product_12,3001,4002,1919.02
PROD_13,Product_13,3012,4004,720.98
PROD_14,Product_14,3013,4001,1526.87
PROD_15,Product_15,3014,4003,413.54
PROD_16,Product_16,3015,4002,1415.99
PROD_17,Product_17,3016,4002,128.93
PROD_18,Product_18,3017,4002,1451.9
PROD_19,Product_19,3018,4004,87.64
PROD_20,Product_20,3019,4001,955.38
PROD_21,Product_21,3020,4001,932.38
PROD_22,Product_22,3019,4002,1651.82
PROD_23,Product_23,3021,4004,811.62
PROD_24,Product_24,3022,4001,435.98
PROD_25,Product_25,3006,4001,1121.44
PROD_26,Product_26,3023,4003,1636.89
PROD_27,Product_27,3024,4004,1596.58
PROD_28,Product_28,3025,4004,843.13
PROD_29,Product_29,3023,4002,1060.91
PROD_30,Product_30,3026,4001,425.1
PROD_31,Product_31,3027,4001,794.44
PROD_32,Product_32,3028,4003,1054.0
PROD_33,Product_33,3029,4002,1499.65
PROD_34,Product_34,3030,4002,1912.86
PROD_35,Product_35,3031,4001,1197.13
PROD_36,Product_36,3032,4001,590.89
PROD_37,Product_37,3033,4001,796.13
PROD_38,Product_38,3034,4003,539.82
PROD_39,Product_39,3035,4003,868.93
PROD_40,Product_40,3036,4001,922.96
PROD_41,Product_41,3037,4004,547.77
PROD_42,Product_42,3003,4003,1878.91
PROD_43,Product_43,3038,4003,1517.02
PROD_44,Product_44,3039,4001,772.57
PROD_45,Product_45,3040,4003,1324.9
PROD_46,Product_46,3041,4002,1802.87
PROD_47,Product_47,3001,4003,734.83
PROD_48,Product_48,3042,4001,1422.03
PROD_49,Product_49,3043,4002,1108.33
PROD_50,Product_50,3044,4004,721.05
PROD_51,Product_51,3045,4003,471.0
PROD_52,Product_52,3046,4001,319.69
PROD_53,Product_53,3047,4001,629.47
PROD_54,Product_54,3013,4004,230.12
PROD_55,Product_55,3048,4004,738.64
PROD_56,Product_56,3046,4004,1284.4
PROD_57,Product_57,3048,4001,1783.48
PROD_58,Product_58,3049,4003,163.25
PROD_59,Product_59,3044,4003,337.87
PROD_60,Product_60,3050,4001,1032.64
PROD_61,Product_61,3051,4002,108.07
PROD_62,Product_62,3052,4004,431.51
PROD_63,Product_63,3041,4001,313.68
PROD_64,Product_64,3053,4003,314.38
PROD_65,Product_65,3054,4002,1971.18
PROD_66,Product_66,3055,4002,1826.37
PROD_67,Product_67,3010,4002,1396.92
PROD_68,Product_68,3016,4002,936.59
PROD_69,Product_69,3056,4004,1025.34
PROD_70,Product_70,3057,4001,689.53
PROD_71,Product_71,3045,4002,358.52
PROD_72,Product_72,3058,4002,947.18
PROD_73,Product_73,3059,4001,948.21
PROD_74,Product_74,3060,4001,514.54
PROD_75,Product_75,3061,4001,1417.55
PROD_76,Product_76,3062,4002,412.86
PROD_77,Product_77,3053,4004,710.06
PROD_78,Product_78,3063,4004,776.3
PROD_79,Product_79,3064,4001,258.58
PROD_80,Product_80,3064,4002,1946.51
PROD_81,Product_81,3065,4002,1803.26
PROD_82,Product_82,3059,4002,1040.54
PROD_83,Product_83,3037,4001,342.58
PROD_84,Product_84,3058,4003,1138.67
PROD_85,Product_85,3066,4004,1027.45
PROD_86,Product_86,3032,4001,459.66
PROD_87,Product_87,3067,4003,1518.2
PROD_88,Product_88,3068,4004,1347.19
PROD_89,Product_89,3069,4004,1783.17
PROD_90,Product_90,3065,4003,19.36
PROD_91,Product_91,3054,4004,1918.91
PROD_92,Product_92,3070,4001,1797.19
PROD_93,Product_93,3040,4004,1692.01
PROD_94,Product_94,3052,4001,1695.06
PROD_95,Product_95,3071,4001,594.25
PROD_96,Product_96,3072,4003,1703.73
PROD_97,Product_97,3073,4003,827.88
PROD_98,Product_98,3074,4003,1061.43
PROD_99,Product_99,3075,4001,639.96
PROD_100,Product_100,3006,4003,1919.17
PROD_101,Product_101,3042,4001,1324.89
PROD_102,Product_102,3015,4001,1998.85
PROD_103,Product_103,3053,4004,15.96
PROD_104,Product_104,3056,4004,315.79
PROD_105,Product_105,3072,4004,1056.53
PROD_106,Product_106,3072,4003,488.59
PROD_107,Product_107,3050,4003,170.69
PROD_108,Product_108,3076,4001,1939.66
PROD_109,Product_109,3041,4002,1004.98
PROD_110,Product_110,3004,4002,1928.01
PROD_111,Product_111,3069,4003,231.66
PROD_112,Product_112,3006,4004,174.68
PROD_113,Product_113,3023,4001,1190.88
PROD_114,Product_114,3060,4003,1695.49
PROD_115,Product_115,3077,4004,1680.28
PROD_116,Product_116,3072,4002,245.51
PROD_117,Product_117,3029,4002,847.39
PROD_118,Product_118,3064,4003,1093.04
PROD_119,Product_119,3003,4001,693.54
PROD_120,Product_120,3051,4004,1602.39
PROD_121,Product_121,3039,4002,487.82
PROD_122,Product_122,3058,4002,1699.03
PROD_123,Product_123,3078,4001,445.39
PROD_124,Product_124,3025,4002,445.94
PROD_125,Product_125,3035,4002,1132.79
PROD_126,Product_126,3048,4004,1722.14
PROD_127,Product_127,3071,4004,1657.4
PROD_128,Product_128,3037,4002,222.25
PROD_129,Product_129,3049,4003,1412.84
PROD_130,Product_130,3079,4001,1094.88
PROD_131,Product_131,3036,4002,918.89
PROD_132,Product_132,3074,4004,1649.96
PROD_133,Product_133,3080,4002,1335.43
PROD_134,Product_134,3048,4003,497.9
PROD_135,Product_135,3050,4002,1331.97
PROD_136,Product_136,3081,4003,1693.08
PROD_137,Product_137,3037,4003,1754.01
PROD_138,Product_138,3019,4001,1136.87
PROD_139,Product_139,3029,4004,1810.43
PROD_140,Product_140,3015,4003,988.62
PROD_141,Product_141,3037,4003,1940.79
PROD_142,Product_142,3075,4002,891.29
PROD_143,Product_143,3036,4001,932.15
PROD_144,Product_144,3048,4004,1560.11
PROD_145,Product_145,3069,4004,78.18
PROD_146,Product_146,3069,4002,739.09
PROD_147,Product_147,3058,4003,915.54
PROD_148,Product_148,3076,4004,1039.4
PROD_149,Product_149,3061,4002,60.74
PROD_150,Product_150,3020,4004,691.82
PROD_151,Product_151,3057,4003,586.64
PROD_152,Product_152,3066,4003,1248.05
PROD_153,Product_153,3046,4004,1044.45
PROD_154,Product_154,3063,4003,191.24
PROD_155,Product_155,3082,4003,536.7
PROD_156,Product_156,3064,4001,611.15
PROD_157,Product_157,3007,4004,1165.36
PROD_158,Product_158,3083,4002,1788.76
PROD_159,Product_159,3001,4001,1042.04
PROD_160,Product_160,3048,4004,935.39
PROD_161,Product_161,3084,4004,1559.14
PROD_162,Product_162,3066,4002,1280.46
PROD_163,Product_163,3052,4004,1538.52
PROD_164,Product_164,3085,4004,610.78
PROD_165,Product_165,3019,4002,1548.73
PROD_166,Product_166,3030,4003,1346.31
PROD_167,Product_167,3048,4003,1947.86
PROD_168,Product_168,3026,4004,923.15
PROD_169,Product_169,3035,4003,1872.08
PROD_170,Product_170,3040,4003,758.27
PROD_171,Product_171,3086,4003,1265.73
PROD_172,Product_172,3087,4003,1618.08
PROD_173,Product_173,3040,4001,744.13
PROD_174,Product_174,3017,4002,1057.43
PROD_175,Product_175,3022,4002,40.81
PROD_176,Product_176,3053,4002,485.58
PROD_177,Product_177,3088,4003,1236.63
PROD_178,Product_178,3079,4002,400.16
PROD_179,Product_179,3089,4003,495.31
PROD_180,Product_180,3057,4001,717.28
PROD_181,Product_181,3090,4004,165.98
PROD_182,Product_182,3008,4004,1367.28
PROD_183,Product_183,3038,4001,636.88
PROD_184,Product_184,3091,4004,383.2
PROD_185,Product_185,3026,4001,1416.88
PROD_186,Product_186,3027,4003,560.48
PROD_187,Product_187,3062,4003,911.73
PROD_188,Product_188,3026,4004,48.82
PROD_189,Product_189,3092,4003,1834.09
PROD_190,Product_190,3030,4004,254.91
PROD_191,Product_191,3040,4004,115.2
PROD_192,Product_192,3093,4002,1117.31
PROD_193,Product_193,3002,4003,1406.91
PROD_194,Product_194,3072,4003,894.54
PROD_195,Product_195,3031,4003,1998.25
PROD_196,Product_196,3083,4004,171.34
PROD_197,Product_197,3080,4004,325.61
PROD_198,Product_198,3022,4002,1542.34
PROD_199,Product_199,3054,4004,793.27
PROD_200,Product_200,3044,4002,710.48
PROD_201,Product_201,3044,4003,747.84
PROD_202,Product_202,3049,4003,1756.5
PROD_203,Product_203,3023,4001,1162.41
PROD_204,Product_204,3025,4003,794.77
PROD_205,Product_205,3005,4002,1749.15
PROD_206,Product_206,3045,4002,784.77
PROD_207,Product_207,3094,4004,284.2
PROD_208,Product_208,3004,4004,1820.18
PROD_209,Product_209,3021,4003,753.65
PROD_210,Product_210,3009,4001,1174.42
PROD_211,Product_211,3001,4002,1976.04
PROD_212,Product_212,3037,4004,1876.94
PROD_213,Product_213,3056,4001,1169.21
PROD_214,Product_214,3036,4001,1874.97
PROD_215,Product_215,3075,4001,1293.94
PROD_216,Product_216,3020,4003,1406.24
PROD_217,Product_217,3067,4004,1377.31
PROD_218,Product_218,3059,4002,442.82
PROD_219,Product_219,3073,4003,1231.9
PROD_220,Product_220,3069,4004,753.16
PROD_221,Product_221,3011,4003,611.71
PROD_222,Product_222,3030,4002,1878.73
PROD_223,Product_223,3010,4001,1295.73
PROD_224,Product_224,3089,4002,1881.88
PROD_225,Product_225,3080,4003,1828.77
PROD_226,Product_226,3015,4002,652.44
PROD_227,Product_227,3087,4004,914.56
PROD_228,Product_228,3080,4002,1283.92
PROD_229,Product_229,3086,4003,148.8
PROD_230,Product_230,3062,4001,149.1
PROD_231,Product_231,3095,4004,1131.27
PROD_232,Product_232,3026,4002,958.12
PROD_233,Product_233,3096,4004,1770.35
PROD_234,Product_234,3004,4004,185.68
PROD_235,Product_235,3027,4002,1027.12
PROD_236,Product_236,3031,4002,1934.43
PROD_237,Product_237,3064,4002,1725.17
PROD_238,Product_238,3087,4002,353.35
PROD_239,Product_239,3044,4003,1642.6
PROD_240,Product_240,3050,4003,1514.85
PROD_241,Product_241,3094,4003,128.1
PROD_242,Product_242,3014,4002,1888.76
PROD_243,Product_243,3087,4004,1496.02
PROD_244,Product_244,3033,4004,898.28
PROD_245,Product_245,3097,4001,752.12
PROD_246,Product_246,3022,4002,320.33
PROD_247,Product_247,3071,4001,361.66
PROD_248,Product_248,3028,4004,1875.81
PROD_249,Product_249,3038,4002,86.08
PROD_250,Product_250,3095,4003,1226.39
PROD_251,Product_251,3072,4001,1491.12
PROD_252,Product_252,3081,4002,1076.98
PROD_253,Product_253,3033,4004,1861.09
PROD_254,Product_254,3026,4004,984.99
PROD_255,Product_255,3059,4001,1559.34
PROD_256,Product_256,3098,4001,539.4
PROD_257,Product_257,3016,4003,1762.47
PROD_258,Product_258,3098,4003,1945.35
PROD_259,Product_259,3043,4004,1959.37
PROD_260,Product_260,3027,4002,1252.16
PROD_261,Product_261,3025,4002,546.16
PROD_262,Product_262,3092,4003,1761.19
PROD_263,Product_263,3044,4004,1330.02
PROD_264,Product_264,3032,4001,1433.71
PROD_265,Product_265,3053,4001,693.05
PROD_266,Product_266,3022,4004,200.61
PROD_267,Product_267,3099,4003,21.61
PROD_268,Product_268,3087,4002,1376.52
PROD_269,Product_269,3072,4004,1999.42
